Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke Test(US),Chrome 70.0.3538.77,,2018-10-31 11:42:14,2018-10-31 11:42:32,18.342s,PASSED
,,,,,,
Test Cases/Admin Console/Account Settings/Oaths/Oaths - Add,Chrome 70.0.3538.77,,2018-10-31 11:42:14,2018-10-31 11:42:32,17.885s,PASSED
openBrowser,Chrome 70.0.3538.77,Open browser.,2018-10-31 11:42:15,2018-10-31 11:42:17,2.392s,PASSED
navigateToUrl,Chrome 70.0.3538.77,Navigate to ePulse login page.,2018-10-31 11:42:17,2018-10-31 11:42:19,1.430s,PASSED
setText,Chrome 70.0.3538.77,Enter user name,2018-10-31 11:42:19,2018-10-31 11:42:19,0.231s,PASSED
setEncryptedText,Chrome 70.0.3538.77,Enter Password,2018-10-31 11:42:19,2018-10-31 11:42:19,0.185s,PASSED
click,Chrome 70.0.3538.77,Login,2018-10-31 11:42:19,2018-10-31 11:42:20,1.217s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:20,2018-10-31 11:42:21,1.020s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-31 11:42:21,2018-10-31 11:42:22,1.020s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:22,2018-10-31 11:42:23,1.005s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:23,2018-10-31 11:42:23,0.074s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:23,2018-10-31 11:42:24,0.127s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:24,0.139s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:24,0.169s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:24,0.068s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:24,0.145s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:24,0.073s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:24,2018-10-31 11:42:25,1.003s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:25,2018-10-31 11:42:25,0.040s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:25,2018-10-31 11:42:25,0.138s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:25,2018-10-31 11:42:25,0.133s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:25,2018-10-31 11:42:26,0.147s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:26,2018-10-31 11:42:26,0.053s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:26,2018-10-31 11:42:26,0.068s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:26,2018-10-31 11:42:26,0.048s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:26,2018-10-31 11:42:27,1.004s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.043s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.122s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.107s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.152s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.059s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.068s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:27,0.066s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:27,2018-10-31 11:42:28,1.004s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:28,2018-10-31 11:42:28,0.046s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:28,2018-10-31 11:42:29,0.174s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:29,0.137s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:29,0.155s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:29,0.052s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:29,0.047s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:29,0.053s,PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 11:42:29,2018-10-31 11:42:30,1.002s,PASSED
click,Chrome 70.0.3538.77,,2018-10-31 11:42:30,2018-10-31 11:42:30,0.045s,PASSED
