Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-10-24 16:26:16,2018-10-24 16:28:03,1m - 47.090s,PASSED
,,,,,,
Test Cases/Prompts/Prompt - Add,Chrome 69.0.3497.100,,2018-10-24 16:26:16,2018-10-24 16:26:25,9.170s,PASSED
openBrowser,Chrome 69.0.3497.100,Open browser.,2018-10-24 16:26:16,2018-10-24 16:26:18,1.863s,PASSED
navigateToUrl,Chrome 69.0.3497.100,Navigate to ePulse login page.,2018-10-24 16:26:18,2018-10-24 16:26:20,1.387s,PASSED
setText,Chrome 69.0.3497.100,Enter user name,2018-10-24 16:26:20,2018-10-24 16:26:20,0.215s,PASSED
setEncryptedText,Chrome 69.0.3497.100,Enter Password,2018-10-24 16:26:20,2018-10-24 16:26:20,0.183s,PASSED
click,Chrome 69.0.3497.100,Login,2018-10-24 16:26:20,2018-10-24 16:26:21,0.926s,PASSED
click,Chrome 69.0.3497.100,Click on County link,2018-10-24 16:26:21,2018-10-24 16:26:22,0.618s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-24 16:26:22,2018-10-24 16:26:23,1.436s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:23,2018-10-24 16:26:23,0.106s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:23,2018-10-24 16:26:24,0.805s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:24,2018-10-24 16:26:24,0.076s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:24,2018-10-24 16:26:24,0.163s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:24,2018-10-24 16:26:24,0.111s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-24 16:26:24,2018-10-24 16:26:25,0.180s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.093s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.106s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.095s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.079s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.060s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.119s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.090s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:25,0.114s,PASSED
,,,,,,
Test Cases/Prompts/Prompts - Add Criteria,Chrome 69.0.3497.100,,2018-10-24 16:26:25,2018-10-24 16:26:49,23.690s,PASSED
openBrowser,Chrome 69.0.3497.100,Open browser.,2018-10-24 16:26:26,2018-10-24 16:26:26,0.666s,PASSED
navigateToUrl,Chrome 69.0.3497.100,Navigate to ePulse login page.,2018-10-24 16:26:26,2018-10-24 16:26:28,1.396s,PASSED
setText,Chrome 69.0.3497.100,Enter user name,2018-10-24 16:26:28,2018-10-24 16:26:28,0.168s,PASSED
setEncryptedText,Chrome 69.0.3497.100,Enter Password,2018-10-24 16:26:28,2018-10-24 16:26:28,0.090s,PASSED
click,Chrome 69.0.3497.100,Login,2018-10-24 16:26:28,2018-10-24 16:26:29,1.006s,PASSED
click,Chrome 69.0.3497.100,Click on County link,2018-10-24 16:26:29,2018-10-24 16:26:30,0.784s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:30,2018-10-24 16:26:31,1.015s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,"Browser switches to window of selected account
",2018-10-24 16:26:31,2018-10-24 16:26:31,0.255s,PASSED
click,Chrome 69.0.3497.100,Expand Account Settings to see sub-menu,2018-10-24 16:26:31,2018-10-24 16:26:31,0.190s,PASSED
click,Chrome 69.0.3497.100,Clicks [Prompts] from Account Settings menu,2018-10-24 16:26:31,2018-10-24 16:26:32,1.022s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:32,2018-10-24 16:26:33,1.003s,PASSED
click,Chrome 69.0.3497.100,Click [Criteria] link to existing prompt,2018-10-24 16:26:33,2018-10-24 16:26:33,0.073s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:33,2018-10-24 16:26:34,1.002s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,"Selects [Voter Status] from ""Add Criteria' dropdown",2018-10-24 16:26:34,2018-10-24 16:26:34,0.183s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:34,2018-10-24 16:26:35,1.001s,PASSED
click,Chrome 69.0.3497.100,Adds Voter Status = Active criteria,2018-10-24 16:26:35,2018-10-24 16:26:35,0.059s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:35,2018-10-24 16:26:36,1.006s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,"Selects ""Absentee Status"" from Add Criteria dropdown
",2018-10-24 16:26:36,2018-10-24 16:26:37,0.153s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:37,2018-10-24 16:26:38,1.006s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,Select Absentee Status Value,2018-10-24 16:26:38,2018-10-24 16:26:38,0.144s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:38,2018-10-24 16:26:39,1.002s,PASSED
click,Chrome 69.0.3497.100,Adds Absentee Criteria,2018-10-24 16:26:39,2018-10-24 16:26:39,0.046s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:39,2018-10-24 16:26:40,1.004s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,Select Voter Status reason from from Add Criteria dropdown,2018-10-24 16:26:40,2018-10-24 16:26:40,0.157s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:40,2018-10-24 16:26:41,1.002s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,Select Voter Status reason '=',2018-10-24 16:26:41,2018-10-24 16:26:41,0.137s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:41,2018-10-24 16:26:42,1.001s,PASSED
setText,Chrome 69.0.3497.100,Input value for Voter Status reason,2018-10-24 16:26:42,2018-10-24 16:26:42,0.095s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:42,2018-10-24 16:26:43,1.003s,PASSED
click,Chrome 69.0.3497.100,Adds Voter Status Reason criteria,2018-10-24 16:26:43,2018-10-24 16:26:43,0.038s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:43,2018-10-24 16:26:44,1.006s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,"Select ""Voter over 18"" from Add Criteria dropdown",2018-10-24 16:26:44,2018-10-24 16:26:45,0.282s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:45,2018-10-24 16:26:46,1.006s,PASSED
click,Chrome 69.0.3497.100,"Add ""Voter over 18"" Criteria",2018-10-24 16:26:46,2018-10-24 16:26:46,0.041s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:46,2018-10-24 16:26:47,1.004s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,Select Party Affiliation from Add Criteria dropdown,2018-10-24 16:26:47,2018-10-24 16:26:47,0.182s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:47,2018-10-24 16:26:48,1.006s,PASSED
click,Chrome 69.0.3497.100,Adds Party Affiliation criteria,2018-10-24 16:26:48,2018-10-24 16:26:48,0.046s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:48,2018-10-24 16:26:49,1.004s,PASSED
click,Chrome 69.0.3497.100,Save Criteria,2018-10-24 16:26:49,2018-10-24 16:26:49,0.067s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-24 16:26:49,2018-10-24 16:26:49,0.089s,PASSED
,,,,,,
Test Cases/Prompts/Prompts - Buttons,Chrome 69.0.3497.100,,2018-10-24 16:26:49,2018-10-24 16:27:18,28.735s,PASSED
openBrowser,Chrome 69.0.3497.100,Open browser.,2018-10-24 16:26:49,2018-10-24 16:26:50,0.687s,PASSED
navigateToUrl,Chrome 69.0.3497.100,Navigate to ePulse login page.,2018-10-24 16:26:50,2018-10-24 16:26:51,1.284s,PASSED
setText,Chrome 69.0.3497.100,Enter user name,2018-10-24 16:26:51,2018-10-24 16:26:51,0.164s,PASSED
setEncryptedText,Chrome 69.0.3497.100,Enter Password,2018-10-24 16:26:51,2018-10-24 16:26:51,0.088s,PASSED
click,Chrome 69.0.3497.100,Login,2018-10-24 16:26:51,2018-10-24 16:26:52,1.062s,PASSED
click,Chrome 69.0.3497.100,Click on County link,2018-10-24 16:26:52,2018-10-24 16:26:53,0.606s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:53,2018-10-24 16:26:54,1.006s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,"Browser switches to window of selected account
",2018-10-24 16:26:54,2018-10-24 16:26:54,0.296s,PASSED
click,Chrome 69.0.3497.100,Expand Account Settings to see sub-menu,2018-10-24 16:26:54,2018-10-24 16:26:55,0.157s,PASSED
click,Chrome 69.0.3497.100,Clicks [Prompts] from Account Settings menu,2018-10-24 16:26:55,2018-10-24 16:26:55,0.892s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 16:26:55,2018-10-24 16:26:56,0.083s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:56,2018-10-24 16:26:57,1.003s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 16:26:57,2018-10-24 16:26:57,0.087s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 16:26:57,2018-10-24 16:26:58,1.004s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-24 16:26:58,2018-10-24 16:26:58,0.209s,PASSED
