Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyTextPresent,Chrome 70.0.3538.102,Verify the election created by checking for unique text on the screen.,2018-11-14 11:44:12,2018-11-14 11:44:12,0.089s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,,2018-11-14 11:44:12,2018-11-14 11:44:12,0.063s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:12,2018-11-14 11:44:13,1.005s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-14 11:44:13,2018-11-14 11:44:14,1.334s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:14,2018-11-14 11:44:15,1.003s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:15,2018-11-14 11:44:16,1.006s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,,2018-11-14 11:44:16,2018-11-14 11:44:16,0.120s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-14 11:44:16,2018-11-14 11:44:16,0.099s,PASSED
,,,,,,
Test Cases/Admin Console/Poll Pads/Poll Pad - Configuration/Poll Pad Configuration - Add,Chrome 70.0.3538.102,,2018-11-14 11:44:16,2018-11-14 11:44:31,14.815s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-14 11:44:16,2018-11-14 11:44:18,1.083s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Navigate to ePulse login page.,2018-11-14 11:44:18,2018-11-14 11:44:19,1.797s,PASSED
setText,Chrome 70.0.3538.102,Enter user name,2018-11-14 11:44:19,2018-11-14 11:44:20,0.215s,PASSED
setEncryptedText,Chrome 70.0.3538.102,Enter Password,2018-11-14 11:44:20,2018-11-14 11:44:20,0.089s,PASSED
click,Chrome 70.0.3538.102,Login,2018-11-14 11:44:20,2018-11-14 11:44:21,1.134s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:21,2018-11-14 11:44:22,1.007s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-14 11:44:22,2018-11-14 11:44:23,1.070s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:23,2018-11-14 11:44:24,1.006s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:44:24,2018-11-14 11:44:26,1.641s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:26,2018-11-14 11:44:27,1.006s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:44:27,2018-11-14 11:44:27,0.425s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:27,2018-11-14 11:44:28,1.003s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:44:28,2018-11-14 11:44:30,1.959s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:30,2018-11-14 11:44:31,1.003s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-14 11:44:31,2018-11-14 11:44:31,0.217s,PASSED
,,,,,,
Test Cases/Admin Console/Poll Pads/Poll Pad - Configuration/Poll Pad Configuration - Import,Chrome 70.0.3538.102,,2018-11-14 11:44:31,2018-11-14 11:44:50,18.945s,PASSED
openBrowser,Chrome 70.0.3538.102,Open browser.,2018-11-14 11:44:31,2018-11-14 11:44:32,1.094s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Navigate to ePulse login page.,2018-11-14 11:44:32,2018-11-14 11:44:35,2.721s,PASSED
setText,Chrome 70.0.3538.102,Enter user name,2018-11-14 11:44:35,2018-11-14 11:44:35,0.188s,PASSED
setEncryptedText,Chrome 70.0.3538.102,Enter Password,2018-11-14 11:44:35,2018-11-14 11:44:35,0.093s,PASSED
click,Chrome 70.0.3538.102,Login,2018-11-14 11:44:35,2018-11-14 11:44:37,1.743s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:37,2018-11-14 11:44:38,1.006s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-14 11:44:38,2018-11-14 11:44:39,1.290s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:39,2018-11-14 11:44:40,1.004s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:44:40,2018-11-14 11:44:40,0.075s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:44:40,2018-11-14 11:44:41,0.099s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:44:41,2018-11-14 11:44:41,0.080s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:41,2018-11-14 11:44:42,1.006s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:44:42,2018-11-14 11:44:50,8.337s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-14 11:44:50,2018-11-14 11:44:50,0.093s,PASSED
,,,,,,
Test Cases/Admin Console/Account Settings/Poll Pad Setup/Poll Pad Setup - Demo DB,Chrome 70.0.3538.102,,2018-11-14 11:44:50,2018-11-14 11:45:03,13.092s,FAILED
openBrowser,Chrome 70.0.3538.102,Open browser.,2018-11-14 11:44:50,2018-11-14 11:44:51,1.148s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Navigate to ePulse login page.,2018-11-14 11:44:51,2018-11-14 11:44:54,2.315s,PASSED
setText,Chrome 70.0.3538.102,Enter user name,2018-11-14 11:44:54,2018-11-14 11:44:54,0.178s,PASSED
setEncryptedText,Chrome 70.0.3538.102,Enter Password,2018-11-14 11:44:54,2018-11-14 11:44:54,0.082s,PASSED
click,Chrome 70.0.3538.102,Login,2018-11-14 11:44:54,2018-11-14 11:44:55,1.255s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:55,2018-11-14 11:44:56,1.005s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-14 11:44:56,2018-11-14 11:44:58,1.375s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:44:58,2018-11-14 11:44:58,0.068s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:58,2018-11-14 11:44:59,1.003s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:44:59,2018-11-14 11:44:59,0.100s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:44:59,2018-11-14 11:45:00,1.007s,PASSED
selectOptionByValue,Chrome 70.0.3538.102,,2018-11-14 11:45:00,2018-11-14 11:45:00,0.001s,NOT_RUN
selectOptionByIndex,Chrome 70.0.3538.102,,2018-11-14 11:45:00,2018-11-14 11:45:00,0.000s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-14 11:45:00,2018-11-14 11:45:03,2.817s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,,2018-11-14 11:45:03,2018-11-14 11:45:03,0.524s,FAILED
